logFC	logCPM	PValue	FDR	Bo_14_svz	Bo_22_svz	Bo_23_svz	Bo_24_svz	Bo_25_svz_2000g	V1	V2	V3	V4
chr15,48831597,48832397	-0.266425720827396	2.26111703123229	0.360532400015566	0.553592653804544	4.36201605521718	3.36710941009176	4.97461537693606	6.79028124784454	3.40955482036549	chr15	48831597	48832397	Pnoc
chr15,52220272,52221652	0.472113490533583	5.10203650283581	0.00340000122913912	0.0186556512220461	37.8039157788454	41.8365001772783	35.5288485109899	23.1174646513963	32.2124441243437	chr15	52220272	52221652	Lgi3
chr15,57169801,57171007	0.134377844189774	4.71680569209858	0.328998241421703	0.521529865118124	26.954885047593	27.7762817725977	26.3616508099452	23.1005065779555	26.1390941329329	chr15	57169801	57171007	Lrrc63
chr15,59216390,59217419	-0.173296118939741	2.91681343773964	0.543959269184602	0.718913103031774	6.59885172962939	8.62013194846922	5.66170132542771	4.87900046939479	10.8220678527567	chr15	59216390	59217419	Ccdc122
chr15,80712350,80713724	-0.242195694179099	2.99654537082518	0.269096698905073	0.456368112502189	7.04626660244694	8.28729396288255	6.33894423672551	6.48635194715291	10.5963025922479	chr15	80712350	80713724	Klhl1
chr15,87887336,87887669	-0.260084538640847	2.46099663468868	0.181641685523377	0.349611650535049	4.9212260435148	4.68075134709617	5.09028090621229	6.11632190175709	5.62246603393286	chr15	87887336	87887669	Slain1
chr15,95513756,95514678	-0.178460665428392	3.93851843592571	0.238001744929168	0.420636321057369	14.4281444811625	14.0472083183375	14.5936187739217	16.6223619136977	15.8777858921768	chr15	95513756	95514678	Slitrk6
chr16,17538028,17539309	0.171655362029454	6.15332100155632	0.229888489399434	0.410464754118367	73.4828113093866	79.1914823412019	70.1471387919808	57.7525143216059	74.1157092609026	chr16	17538028	17539309	Tspan14
chr16,20108424,20108767	0.81561992716161	2.03230007503536	0.00252885282599055	0.0148816954139548	4.47380153550279	5.56395714063053	3.96274797131233	1.74349777259823	3.5344405726136	chr16	20108424	20108767	Jak3
chr16,21089148,21089802	0.565840368749721	2.43014863816157	0.00690579107260731	0.0321798230643907	5.92783497026623	6.21053461797284	5.65789652183754	3.58454198163673	4.41323834496687	chr16	21089148	21089802	Hapln4
chr16,48436851,48437622	0.204942049553945	2.16160448672975	0.417310257604728	0.609086256339594	4.47383482748814	4.57500074207544	4.4126376969773	3.69722583912279	4.08109702860087	chr16	48436851	48437622	Enpp6
chr16,48862566,48863875	-0.0973560827277715	5.1949766112745	0.438836765982342	0.628699348273833	35.4551939920123	35.3961643536745	35.4109280025882	37.4091714691039	38.3759232374918	chr16	48862566	48863875	Primpol
chr16,73152479,73153217	0.132301910601368	3.47764936807169	0.403661728658958	0.596034093124963	11.2964438785093	11.4365579835281	11.2006934387063	9.93294659534048	10.698069807305	chr16	73152479	73153217	Zmat4
chr16,82099180,82099839	0.154872793593075	4.26766506100593	0.292641174687362	0.48239352507573	19.9085983739566	19.7120733972458	19.9114386169594	17.7802532310706	17.864222451219	chr16	82099180	82099839	Atp11a
chr16,82100067,82100792	0.949582050328609	4.05539455506373	2.54019776889481e-05	0.000395136949433726	19.5729759850629	23.9836576800338	17.316851060779	7.30325130130015	13.6886084373949	chr16	82100067	82100792	Atp11a
chr16,9562817,9563978	0.143475647059172	3.41148504068948	0.443542004816046	0.632989870457487	10.6253412902649	11.8799913797472	9.95873482292409	8.09844990779706	11.4762045246227	chr16	9562817	9563978	Arhgap22
chr17,10363769,10364232	0.281212878778973	2.39346454017905	0.207096628774593	0.382522499629154	5.2567321261141	6.10604108174119	4.86708390306962	3.47552485733448	5.40894261484427	chr17	10363769	10364232	Tspan17
chr17,10364380,10365272	-0.365437332256535	5.56245223534568	0.00235050002513916	0.0140859294840539	42.3896602162529	41.1647238247364	42.9895680703362	55.9883190956772	52.7074734782772	chr17	10364380	10365272	Tspan17
chr17,15845378,15846584	0.398072688130243	5.57174320318357	0.00408383951455202	0.0214933422134791	52.0083843517567	55.2277852158468	49.8953521349003	35.4641166612833	44.0082224106905	chr17	15845378	15846584	Card19
chr17,24242062,24243128	0.195806119144635	3.84865157427421	0.374867739165511	0.568004819594163	14.4280725987533	17.3344195083762	13.0159674275058	9.49746644354686	16.5558405022568	chr17	24242062	24243128	Rnf182
chr17,28824141,28825322	-0.490520607251665	2.82229335498965	0.00418264617399156	0.0218770094171891	5.92784124253838	5.88085465053873	5.88310669291235	8.31262491903436	8.2702290052827	chr17	28824141	28825322	AABR07027407.1
chr17,36176976,36177660	-0.271741095669012	3.649223120384	0.103214568084701	0.236416236570915	11.1845723162302	12.2046283725986	10.7498617923466	12.0220503555476	15.445063795804	chr17	36176976	36177660	Mboat1
chr1,7480451,7481161	0.0976176912644303	2.18871806502614	0.799605033543744	0.904002764933347	4.13824269738081	5.67679842966852	3.51116179703237	2.33026897841118	5.96575598977103	chr1	7480451	7481161	Phactr2
chr17,57983369,57984291	-0.194987067629656	6.89738660388044	0.123311170480465	0.267724877795076	113.635611025851	105.960087822168	117.881328347206	139.907292974411	117.651708287972	chr17	57983369	57984291	Idi1
chr17,69634548,69635366	-0.142702074323204	2.80445062921881	0.483553189496421	0.668438477851724	6.59893019478861	5.87511545475081	7.01228845250229	8.30000803464139	6.05933716382021	chr17	69634548	69635366	Akr1c13
chr17,69653459,69654584	-0.746587757132576	2.98258273419249	7.18152450628148e-06	0.000143449879076044	6.0396808635116	5.87937368647508	6.2217334952781	10.5029831424318	9.81259684192056	chr17	69653459	69654584	Akr1c19
chr17,71104065,71104458	-0.17263277603467	3.52657557044486	0.253844455450215	0.438671873583817	10.7372131325857	10.7822920512509	10.747819424951	11.8939864761953	12.3513993340438	chr17	71104065	71104458	Prkcq
chr17,71104814,71105627	-0.10209350128233	4.15202842601923	0.51679897586466	0.696606338303336	16.888728712521	17.9765238233521	16.2934214924181	16.4087223219631	20.1865127208861	chr17	71104814	71105627	Prkcq
chr17,81455593,81456030	-0.712916404337944	1.89333422087689	0.00260629642429457	0.0152117418764561	2.79614962312669	2.83205472757066	2.71561910902714	4.38967465639301	4.74260924332104	chr17	81455593	81456030	Slc39a12
chr17,8428910,8429690	0.258078197736777	3.02838904470893	0.199193381021957	0.372282135785852	8.27656978898125	9.48420220012146	7.69605312874664	5.67270658877446	8.49829838428936	chr17	8428910	8429690	Tgfbi
chr1,78817386,78819428	0.10030622715785	5.72559740504436	0.465238216501293	0.652293008643139	54.8045939057441	50.7421026164865	56.9026105262439	55.2824495764136	45.7545187195211	chr1	78817386	78819428	Gng8
chr18,15225112,15226088	0.13586192743692	3.22332421019901	0.566095520876292	0.736806850050707	9.05946677388138	11.123648569466	8.15021169477604	6.02923302641327	11.150251124168	chr18	15225112	15226088	Rnf125
chr18,40122774,40124257	0.139000521796057	5.7823741398275	0.318464895959285	0.510448679047272	56.370372832787	60.2387150052016	54.0815106910045	45.9722683220178	57.3522078655594	chr18	40122774	40124257	Trim36
chr18,40133718,40135025	-0.601660973926353	2.88377129623172	0.00279198776073206	0.0160644431342824	5.81596979909248	6.54064499611974	5.43252344179341	7.2909008747614	10.7046392081349	chr18	40133718	40135025	Trim36
chr18,52916383,52917818	1.06924725196045	6.11804154557803	0.00872827187380273	0.0384073060808854	79.1866823474247	121.515548332559	61.6798115483006	17.9896349495572	65.4453308230925	chr18	52916383	52917818	Slc12a2
chr18,56331866,56332806	0.263177133630504	2.19741705354365	0.27340578892562	0.46131870799557	4.69753385228242	4.57301529324508	4.75137667530571	3.92524359553882	3.85922281092794	chr18	56331866	56332806	Slc6a7
chr18,57285824,57286912	0.0885136937107002	4.99719345548624	0.501618713613387	0.684039448180741	32.4353440988508	33.002589751484	32.0177912390625	29.3320157766827	31.7616370113781	chr18	57285824	57286912	Sh3tc2
chr1,8750583,8751831	0.0871409702526237	4.01374389965123	0.665700314479827	0.811503715880881	15.8820832494355	18.4207350859705	14.599056131716	11.9192643552387	18.7597209321737	chr1	8750583	8751831	Adgrg6
chr18,79326182,79327189	-0.00590762266650322	3.69202068582243	1	1	12.5267319534465	13.5113477622406	11.9944082923896	11.2126026271774	14.2314386276502	chr18	79326182	79327189	Mbp
chr18,79405853,79406857	-0.148905832172042	5.83630495049124	0.233756790593732	0.41549568998335	55.0282759374655	52.0519640417461	56.564215271761	64.4087180587638	56.5636549522648	chr18	79405853	79406857	Mbp
chr1,89360494,89361103	-0.1066884108423	4.31263431335662	0.451379113532797	0.640270263187839	19.1256757887145	18.9497748195031	19.1195335403095	20.4359938221247	20.6212007654975	chr1	89360494	89361103	Mag
chr1,90684553,90685800	0.179250567009926	3.0745968842342	0.438098767303437	0.628077816079769	8.27655310999206	10.0328072227846	7.47094828483242	5.44868548205375	9.71497340198254	chr1	90684553	90685800	Chst8
chr19,10731738,10732902	0.163510290154869	4.64094609516207	0.3230144078929	0.515218674303791	26.2838579696729	23.4031625184305	27.8265314969821	26.5303659308568	19.618069809608	chr19	10731738	10732902	Pllp
chr19,19508984,19509678	0.46330942820069	5.25575586043101	0.00396758092853217	0.021011049280824	42.0540676797115	46.4110044959812	39.4886513576966	25.8891892320783	35.9621404095945	chr19	19508984	19509678	Nkd1
chr19,20606437,20607707	0.801964266808967	3.48624431857688	0.00220469885696804	0.0134146493937439	12.5266613931303	16.2513493086596	10.8679987211822	4.76230222825191	10.3802824549166	chr19	20606437	20607707	Cbln1
chr19,31031657,31032380	-0.269795564179369	2.45390587806437	0.219173973215865	0.397654972574377	4.69750063526926	5.45169506509412	4.4141764972512	4.63219053231102	7.06406474196194	chr19	31031657	31032380	Frem3
chr19,31523980,31525414	0.449528638102061	4.42023040780372	0.0260866674116694	0.0874450032634118	23.0402150297557	27.1385883014528	20.9360876715584	12.9638030495904	21.7399567324367	chr19	31523980	31525414	Hhip
chr19,37427653,37428293	0.0437696211605101	4.83171799920047	0.751876778013492	0.872559505460684	28.6325860408508	28.7534123519194	28.3970361046187	27.0204143645875	28.4522573442989	chr19	37427653	37428293	Tppp3
chr1,94151046,94152234	0.188294183809271	4.51490786516564	0.230585338484296	0.41131674340957	23.4876343539286	25.4948493293197	22.4037311593461	18.0306572320145	23.7179983646308	chr1	94151046	94152234	AABR07003030.2
chr19,43596162,43597233	0.760302256681251	4.52656668129972	2.81698806280523e-06	6.7819917590088e-05	26.954862792607	29.5267458649329	25.3460784099377	13.6430986922989	18.5350361810844	chr19	43596162	43597233	Fa2h
chr19,44135000,44135738	-0.169620038134801	2.79858377165243	0.355834728176408	0.548742777277182	6.37521324725138	6.64565966652763	6.22321487178368	6.70214273973872	7.72158365001715	chr19	44135000	44135738	Chst5
chr19,52646608,52647557	-0.341240183566537	3.2966826588468	0.0277494405057354	0.091561183145314	8.72399388278068	8.49326263271598	8.82399390679738	11.1972574895578	10.8057503191451	chr19	52646608	52647557	Crispld2
chr19,56434976,56436214	0.672336407013626	4.18928051637849	0.000429310704968102	0.0037572414839446	20.6914649519941	23.8681016868915	18.8988681496802	10.3008746033284	16.2224286350814	chr19	56434976	56436214	Rhou
chr19,57332678,57333542	0.292361266838543	3.39792151246359	0.0852585307475644	0.206820710576034	11.2964696032113	10.4498714816175	11.6511112987018	9.92047849143161	8.26649341264067	chr19	57332678	57333542	Agt
chr1,99761839,99762588	-0.177556433335876	3.84708105898314	0.238797213134271	0.421633169417705	13.5333759022434	13.2857218446893	13.5757880980437	15.3543905202522	15.1067783570331	chr1	99761839	99762588	Klk6
chr20,13964626,13965697	0.132294563181261	3.35678912540705	0.421245865023898	0.612616425785934	10.4016802167935	10.5657689419252	10.1828112037954	9.01020783177528	9.92657176753078	chr20	13964626	13965697	Susd2
chr20,2003534,2004318	-0.0500352331015065	5.20037766408114	0.742797743974139	0.866630245061132	36.5736920052729	32.8778681367864	38.6870354720388	42.4604944459416	32.1881347811134	chr20	2003534	2004318	Mog
chr20,2005025,2005263	-0.127967483696812	2.61021304157229	0.528894513956657	0.706628510294278	5.59228363868815	6.10322262588332	5.31882772316412	5.32097828906257	7.06203884028909	chr20	2005025	2005263	Mog
chr20,27118215,27119181	-0.191777448317299	3.33678484791839	0.337598250941755	0.530090510526663	9.50693279450104	8.1580655465185	10.4045817963144	12.9086049053038	8.48140914981056	chr20	27118215	27119181	Pbld1
chr20,3175970,3177380	-0.0358382363537859	4.69050090861854	0.80936509878157	0.910290345028514	25.7246214589577	23.6245602004667	26.6965993300409	28.6156277634785	23.37031116453	chr20	3175970	3177380	RT1-S3
chr20,31856617,31857961	0.0891067531975818	5.24818674876158	0.50411277562199	0.686100044919842	38.4750178079431	40.1945492315876	37.449429454839	33.4958534734793	39.2637818242526	chr20	31856617	31857961	Tspan15
chr20,3552302,3552882	-0.0141936816671981	3.28649794920713	0.989438603645922	1	9.50691096199225	9.25523457442715	9.72876384819815	9.92578136638358	9.26125943514036	chr20	3552302	3552882	Ddr1
chr20,3553308,3553559	-0.422285780200226	2.47796829116896	0.0269759118191274	0.0896014076682707	4.69752720655031	4.90284908267087	4.52623130785876	5.77896228787715	6.83961566147203	chr20	3553308	3553559	Ddr1
chr20,3556105,3556536	0.425645721332478	3.28509812888376	0.0120371369864628	0.0490928411163282	10.5135106005512	11.2228875858538	10.0707877313763	7.05174656016316	8.71560098650495	chr20	3556105	3556536	Ddr1
chr20,3557264,3557414	-0.0470087751163128	1.65764977549457	0.981022958482377	1	2.90799572530143	2.83076045404479	2.94134940664737	3.00188698034247	2.97715729572699	chr20	3557264	3557414	Ddr1
chr20,3558215,3559198	-0.0692700197960126	5.59461856806123	0.565538100211278	0.736332221983518	47.0871745160524	47.7052689204689	46.7249238572584	47.9193002443244	51.0591528740416	chr20	3558215	3559198	Ddr1
chr20,3795736,3796773	0.191829401370045	4.67921589523258	0.282607979244532	0.471487417320407	26.1719199994248	29.63943893397	24.3288792396667	18.8482817493075	27.9131683735289	chr20	3795736	3796773	AABR07044383.1
chr20,5007831,5008505	0.201949756545608	2.14016369813368	0.430927986808294	0.621257160357539	4.47384846984555	4.24554900433612	4.52496016097789	4.0385034267241	3.63770209370612	chr20	5007831	5008505	Vwa7
chr20,6351160,6352799	-0.109973777650347	4.83951716757422	0.57359618276046	0.742831075414796	26.7311289564928	31.3867448475233	24.443336460408	22.552996477597	36.8505967708978	chr20	6351160	6352799	Cdkn1a
chr20,6356854,6357261	-0.189207516887099	2.51291393242719	0.329134104861324	0.521681230520451	5.25677103553178	4.89779696700634	5.42951233375375	6.34519221954217	5.51130318206721	chr20	6356854	6357261	Cdkn1a
chr2,115836396,115837456	0.147285703353713	5.34577421288482	0.322117836293509	0.514177578911906	41.6066924344439	44.9919877743113	39.6007471902527	33.0433472415522	42.9073415748267	chr2	115836396	115837456	Cldn11
chr2,115837591,115838097	0.0985654006421643	2.11748890811625	0.687498242222721	0.827388704585701	4.13828260005222	4.46776157392234	4.07358575027779	3.46981278116048	4.41359361357528	chr2	115837591	115838097	Cldn11
chr2,119536880,119538541	0.40613375046598	4.71342825286557	0.0277939759538247	0.091651455462649	28.1851428010333	32.3646971204324	25.9135624341449	17.0035008138392	26.4809442332376	chr2	119536880	119538541	Pex5l
chr2,127843274,127844536	0.280841499248476	6.22035404273941	0.046416470553044	0.133582652338905	79.1869613365087	85.0724231577502	75.6905966811883	57.8673030269819	73.784561240862	chr2	127843274	127844536	Larp1b
chr2,127843274,127844536.1	0.280841499248476	6.22035404273941	0.046416470553044	0.133582652338905	79.1869613365087	85.0724231577502	75.6905966811883	57.8673030269819	73.784561240862	chr2	127843274	127844536	RGD1565989
chr2,165640977,165642239	0.312583408068156	5.7063136428944	0.00881117468951526	0.0386918235660361	56.4822533555177	56.5257449925174	56.1146869336963	44.5683688598369	46.2058361790009	chr2	165640977	165642239	Trim59
chr2,17616090,17617445	0.0613539856892608	4.58515738772044	0.665769397816393	0.811575597177097	24.1587387834941	24.2877980657229	24.0977447577814	22.6325355097406	23.7101997680393	chr2	17616090	17617445	Edil3
chr2,178679084,178679599	-0.339626822814738	1.96859887228522	0.186002016277717	0.355665897782756	3.24351273887304	3.81718609760504	2.94334509558265	3.24477047546699	5.18849647423646	chr2	178679084	178679599	Fam198b
chr2,183486654,183486964	0.271023583797466	1.89295609961856	0.286927531985527	0.476208045854823	3.80277196205566	3.70229016501342	3.73356762154182	3.11730531488281	3.08741491971622	chr2	183486654	183486964	Fhdc1
chr2,183487681,183489379	0.137946446368592	5.32954076145991	0.267659845363269	0.454912289141636	41.4948773962945	41.9327102456964	41.0682809893093	36.4891823912512	38.928969162557	chr2	183487681	183489379	Fhdc1
chr2,185168250,185169270	-0.421871395227114	3.34508186846668	0.00605711044128317	0.0291304162163846	8.7239824938365	8.71237647088626	8.8242633581433	11.6616117866853	11.7993601239533	chr2	185168250	185169270	Fam160a1
chr2,185267797,185268926	0.414205432165188	4.11391253976199	0.0176856270910628	0.065539027099273	18.6782517880384	20.8138512992086	17.426663137209	11.6822783061715	16.7716565608152	chr2	185267797	185268926	Sh3d19
chr2,185343010,185344101	-0.456670878577863	2.46050244921273	0.0171976335843183	0.0641574184300064	4.58568104484474	4.79397305056303	4.41310951194693	5.77896228787715	6.83961566147203	chr2	185343010	185344101	Sh3d19
chr2,187401340,187402116	-0.072437050740001	4.24778304719731	0.611210287643877	0.771881394570365	18.4545992768853	18.2963791385203	18.4407588035889	19.2812769319456	19.4081095840218	chr2	187401340	187402116	Hapln2
chr2,187736950,187737820	0.122405954057946	5.08118715614032	0.341107631354081	0.53347070905568	34.895971829572	34.1957615719398	35.1838670310052	32.3247100063131	31.5369186849102	chr2	187736950	187737820	Paqr6
chr2,187740129,187740839	0.245371053370882	4.50006394973385	0.090950940537644	0.216216023559426	24.1587667150843	22.537094703234	25.0000649278708	21.8086077926577	18.5203255710695	chr2	187740129	187740839	Paqr6
chr2,188542115,188542662	0.183023861605385	3.60111617237572	0.306642369567872	0.497553434421512	12.7504777546605	11.317592730142	13.4599265058751	12.6836265288561	9.36596620830174	chr2	188542115	188542662	Muc1
chr2,188595908,188597860	0.330386737305474	5.8577634827199	0.00494063988145498	0.0248749884297017	63.1930242028982	62.1866509641703	63.35437893642	50.2212116038964	49.8428627691735	chr2	188595908	188597860	Efna1
chr2,189997028,189997430	-0.922885654670725	1.86785362899821	0.000105400428168185	0.00124113637118989	2.57246479498562	2.28417573616942	2.71438137313358	5.53275458060593	4.07597379044562	chr2	189997028	189997430	S100a4
chr2,193892409,193893844	-0.3004801556451	3.00026898793627	0.22677657082354	0.406747674340829	6.82255618531451	8.39847222378336	6.11311122310448	6.14503586740904	11.3709756160362	chr2	193892409	193893844	S100a10
chr2,196487115,196488258	0.771197697906444	5.13055498010557	0.00476638237546195	0.0242149732601128	39.5933544637596	51.5551333015113	33.8391705577634	15.0652460317539	33.7727250845721	chr2	196487115	196488258	Cers2
chr2,197814438,197815430	-0.257994663113222	3.52297068456219	0.127581024798285	0.274232194251263	10.2898076645227	11.2241926158794	9.8447879452723	10.8673727982327	14.1217264477642	chr2	197814438	197815430	Adamtsl4
chr2,198017121,198018209	0.0692956974156004	5.21615284220982	0.59400311170517	0.759426132011443	37.9158234641618	36.6992455297776	38.3511793771543	36.9395853002915	34.8436595957793	chr2	198017121	198018209	Car14
chr2,198231199,198232078	0.743705552750243	3.698675613584	6.12168980194004e-06	0.000126435590685332	15.0991988871684	16.1254017128692	14.370464343257	7.97752282909246	10.150192816602	chr2	198231199	198232078	Otud7b
chr2,198682283,198683330	-0.158717286762806	5.52023650390067	0.272123780727742	0.459858806955945	44.2910711996265	40.1755111740813	46.4935390443762	54.6995389977365	42.7747556730962	chr2	198682283	198683330	Txnip
chr2,205159396,205161908	0.488318725679741	5.58327568385418	6.17932888021828e-05	0.00080838157769444	54.2453460972838	52.9280418348993	54.5296460782857	39.0201827096422	37.822132912438	chr2	205159396	205161908	Tspan2
chr2,207263256,207264638	-0.0321367273805904	3.4546376694553	0.833262933415243	0.925465464899252	10.6253669970136	10.6734003036447	10.634692229139	10.7387459603698	11.0277938759873	chr2	207263256	207264638	Ppm1j
chr2,210550043,210551169	0.0281816522997073	4.41091236087175	0.861000434906273	0.942311334539563	21.1388901254513	21.5665198928592	20.9305058706338	19.979341341389	21.6160416658572	chr2	210550043	210551169	Csf1
chr2,210738149,210738664	0.00226586882600331	1.96103509676012	1	1	3.69091868797769	3.59298969055788	3.73323399238037	3.69440236224375	3.63870548811798	chr2	210738149	210738664	Gstm6
chr2,22194961,22196259	0.0954915080361634	5.9666879359225	0.471224881538855	0.657720494851254	63.5285273971353	66.8802819199655	61.4345392118214	54.3971599782186	65.2903244901429	chr2	22194961	22196259	Serinc5
chr2,227411645,227412166	-0.278033901612889	2.48879876799803	0.204093432274512	0.378507674208685	4.80934692610594	5.56054734535208	4.52729378912862	4.74812423826463	7.28485293671238	chr2	227411645	227412166	Synpo2
chr2,229718230,229719528	1.00956791298339	4.78809375524813	0.000750773643000427	0.00581512360306991	32.2114976283149	43.4985488974147	27.051742718563	9.75067114441802	24.28775957546	chr2	229718230	229719528	Ugt8
chr2,236233079,236234534	-0.112259665015576	3.09900461434949	0.531614628131057	0.708704568499701	8.05290572010562	8.27886419711254	7.92006570573846	8.20292315567245	9.26535149099911	chr2	236233079	236234534	Lef1
chr2,240020859,240021947	0.0250337296964433	2.49545382719984	0.972203030329106	1	5.48045670790701	5.33526887989342	5.54326911032107	5.53982427908052	5.18171355593256	chr2	240020859	240021947	Tacr3
chr2,251634019,251635405	0.39655250762384	4.02469713327263	0.0807393082665285	0.199097063411289	17.1123680037257	20.8227762798763	15.2796329383013	9.50053296365269	17.4397041727298	chr2	251634019	251635405	Ddah1
chr2,259898041,259898968	0.439137423015083	4.92831256638205	0.019442441208512	0.0701503706789736	32.9945189808993	38.0298040874682	30.2132042704693	19.3152648657465	30.4521457309639	chr2	259898041	259898968	St6galnac3
chr2,33025227,33026059	-0.209573427601532	4.32450538016714	0.17922809656191	0.346495847064633	18.4545711681986	19.8294482245803	17.6515412142061	18.9523314608588	24.1581185368848	chr2	33025227	33026059	NEWGENE_1310139
chr2,40386660,40387576	0.0234312053225245	2.8304690124608	0.941176639211252	0.989208810141673	6.9344502699444	7.19041969670489	6.67598933988689	6.24114205285243	7.39115445475716	chr2	40386660	40387576	Elovl7
chr2,5579846,5580200	0.6870148946512	2.42910890133691	0.00925005668691659	0.040107577826483	5.81594500936084	7.30942448422109	5.09498315301813	2.44068448489558	5.08058883636877	chr2	5579846	5580200	Nr2f1
chr2,88112526,88113566	0.370427031780489	5.37452856050718	0.0269058378796978	0.0894471367124525	44.5146671154641	49.8985259846758	41.6387877960582	28.7795323123772	41.3675524968598	chr2	88112526	88113566	Car2
chr3,11592602,11593351	0.572723696858676	3.26957145891399	0.000651284763998964	0.00520839522313159	10.9609261303591	10.1228333782582	11.4245855697861	7.95888698655308	6.61288641934846	chr3	11592602	11593351	AABR07051445.1
chr3,119619426,119620378	-0.155229102538007	2.65773399600688	0.407555771952232	0.599697644225399	5.81598863274729	5.77159002238737	5.88280434313682	6.46584899190184	6.50607097829609	chr3	119619426	119620378	Itpripl1
chr3,124144892,124145965	0.193221217204272	2.89609403096783	0.365846356534354	0.559149696224846	7.38179942995723	8.50345746420685	6.90385749631066	5.21124708271286	8.05741632392093	chr3	124144892	124145965	Adra1d
chr3,141410583,141410819	0.181352192422749	2.35091196708233	0.432812196945004	0.622898897122864	5.14491834618516	5.00858762389658	5.20388626989782	4.61707963340063	4.41019320378707	chr3	141410583	141410819	Nkx2-2
chr3,141411082,141411306	0.739952246663189	1.89267870526623	0.00351456146266837	0.0190973789862354	4.13829628134779	4.13824976658802	4.18590472756878	2.42555805466364	2.5364907651643	chr3	141411082	141411306	Nkx2-2
chr3,14481070,14482577	-0.112361842016256	5.16816472504713	0.37644361365297	0.569525116338713	34.8959829572571	33.4306385198511	35.5223820686293	39.0151452577741	35.8349656630093	chr3	14481070	14482577	Gsn
chr3,14537695,14538680	-0.141705537802516	3.3751045198738	0.428202372515169	0.618831500517944	9.61873577377984	10.5713491438659	9.05320186605317	9.13628652119535	12.3577373344152	chr3	14537695	14538680	Stom
chr3,160851933,160853026	0.420400004301597	3.51528760378774	0.0102004803937859	0.0432330710999689	12.6386219445779	11.7568435128816	13.0087231299262	10.0371405559621	8.59783019688332	chr3	160851933	160853026	Matn4
chr3,168018072,168019204	-0.234681204763928	5.22748406804084	0.0553233633908557	0.151648210758621	34.7841146924627	34.8519851268147	34.732213085955	40.2960750750567	41.5741138199994	chr3	168018072	168019204	Bcas1
chr3,168034428,168035024	-0.423764307816992	2.29323883564151	0.0369456362798449	0.113167436585318	4.13830321497965	4.02855445246617	4.18574115168055	5.65592697377671	5.40254906953423	chr3	168034428	168035024	Bcas1
chr3,176102230,176102923	0.051647568261338	4.18111540626329	0.738445542991831	0.8636694904832	18.1190487055563	18.5171037720347	17.8759941483424	16.7469313528949	18.3079738322075	chr3	176102230	176102923	Col9a3
chr3,176547472,176549013	0.178227919426399	3.03194526453342	0.439239344099185	0.629156899313912	8.05286603790526	9.70557048932387	7.2446030690619	5.33234186572964	9.38368357373339	chr3	176547472	176549013	Chrna4
chr3,44085705,44086771	-0.257687296656115	4.95173041887487	0.0833748610166106	0.203625893786996	28.8563059004935	26.2364081230254	30.4290098008137	38.307592731462	29.8738301695911	chr3	44085705	44086771	Ermn
chr3,45683470,45684680	0.728881789745349	4.2219956831096	0.000427299736333325	0.00374331741279055	21.2506780381516	25.2878186962947	19.1262146511238	9.72774960475721	16.6657600987451	chr3	45683470	45684680	Tanc1
chr3,50120958,50122078	0.272331182010956	3.72316794175416	0.140046302150549	0.292272602950592	13.645175495255	15.4768741244567	12.6748294483695	9.2571800631179	13.7940541638832	chr3	50120958	50122078	Fign
chr3,6772357,6772889	0.291108953162067	2.93641550257048	0.123414300680714	0.267869038293953	8.16478081022174	7.29037505325656	8.59605053405169	7.49367990734384	5.61901713698061	chr3	6772357	6772889	Olfm1
chr3,6773393,6773999	0.818786264640683	2.52252360027037	7.38949314577722e-05	0.000932920602236548	6.59889956861391	7.19303114415047	6.22420782719512	3.2396913594411	4.30371404231425	chr3	6773393	6773999	Olfm1
chr3,91368872,91369561	-0.006806378894628	2.71714359191093	1	1	6.26336089517348	6.75642375285474	5.99754603895207	5.66536586579796	7.06106120027985	chr3	91368872	91369561	Prr5l
chr3,9262009,9263044	0.583013414099709	3.17037137460524	0.00997742252384846	0.0425145467672686	9.73054504664721	11.8864972493045	8.71610930609117	4.75507540285785	8.72211699851255	chr3	9262009	9263044	Aif1l
chr3,94686510,94687409	0.290683994865901	4.01283151299039	0.0612926765243801	0.163388070917132	17.1124337103614	17.7564177662306	16.6322038750453	12.9402788089158	15.1116164521559	chr3	94686510	94687409	Depdc7
chr4,10328808,10329436	-0.428046031910126	2.33128495558707	0.0474070707659697	0.135548467699434	4.13828270401199	4.68802124128401	3.84828557787919	4.63046526422151	6.73235678039719	chr4	10328808	10329436	Fgl2
chr4,114916861,114917846	-0.0199290485320295	2.96976283133005	0.955071447894156	0.99711549628616	7.60553270583621	7.18443448813664	7.91810780565963	8.30590093201808	7.05425600796422	chr4	114916861	114917846	Slc4a5
chr4,114935307,114936137	-1.3926776217192	3.135005240879	3.47659229871256e-16	2.14529813546479e-13	5.25677103553178	4.89779696700634	5.42951233375375	14.8827557455474	12.455899619121	chr4	114935307	114936137	Slc4a5
chr4,117531442,117531698	-0.402484724000372	2.14058176434935	0.0598845008578849	0.160637845655197	3.69091155903229	3.59258070410224	3.84602420236997	5.19214341002371	4.62976707427052	chr4	117531442	117531698	Nat8f5
chr4,117531873,117532195	-0.408779838864401	2.1842141576286	0.0524805596589974	0.145990845624896	3.91462505877017	3.48128286197438	4.07177478301727	5.76442155778613	4.40709807747782	chr4	117531873	117532195	Nat8f5
