DG_logFC	CA_logFC
chr10,2969514,2970485	-1.44337452693862	0.730733412937119
chr10,3455297,3456973	-1.24336048272204	0.934022805438251
chr10,9475536,9476189	-1.46083636075796	0.592289057043928
chr10,20413017,20413688	-1.33577502640082	0.714450972954047
chr10,24336899,24338001	-1.08043801612403	0.796317268229713
chr10,25756111,25757279	-1.47853399662201	0.913281388295174
chr10,31406161,31407397	-0.784351636038041	0.612833038105859
chr10,34503713,34504368	-1.3814230104975	0.615314075311265
chr10,53205756,53206430	-2.04268225107086	0.827020481938998
chr10,54221501,54221899	-1.18351482038093	0.595796430358241
chr10,59326697,59327464	-1.14442169337224	0.587756750190903
chr10,59587249,59587499	-1.20096806942056	0.695923554845297
chr10,62178661,62179453	-1.14836329657879	0.640686763753821
chr10,63498826,63499470	-1.02033533393889	0.941650321977503
chr10,64305269,64305753	-1.44846182469169	0.8220485713829
chr10,67032688,67033075	-0.926856364120241	0.785339610573524
chr10,72838321,72839280	-0.874613143435682	0.63284502767766
chr10,73447589,73448138	-1.02020587312818	0.636401856123531
chr10,77697981,77698502	-1.54163187541944	0.685191579792044
chr10,82178788,82180753	-0.915694973167526	0.596418278931057
chr10,83295643,83296502	-0.820702987203078	0.84370106630085
chr10,96168788,96169472	-0.72444029990431	0.603869829584727
chr10,97268553,97269712	-0.814477059001341	0.594786316221296
chr10,103853538,103854256	-1.0985951829646	0.635894171924982
chr10,106747563,106748202	-1.05203930253125	1.02288945037607
chr10,107953451,107954001	-0.844982938532909	0.585700113039469
chr10,109023270,109023990	-0.954243722502292	0.728307544099039
chr11,9781271,9781840	-1.28103200726611	0.591188431840924
chr11,15591793,15592749	-0.898282516202621	0.956194315584429
chr11,16958905,16959658	-0.796142217982666	0.686001381060553
chr11,27257877,27258657	-1.1216498591008	0.656615369513461
chr11,30042565,30043497	-1.41777900577761	0.678984435723063
chr11,30160216,30160647	-0.788167238781834	0.739150666896182
chr11,30245428,30246424	-1.0158044271076	0.611643439854043
chr11,30312825,30313669	-1.43275020064851	0.707763625133642
chr11,35190041,35191049	-0.923967660948093	0.647863274333684
chr11,37300881,37301690	-1.05479602354058	0.806132483233666
chr11,37729891,37730555	-1.05943962220747	0.586586593396682
chr11,38133365,38134628	-1.08159779553195	0.763595861889357
chr11,38178322,38179547	-1.16152591871258	0.653022800666519
chr11,41867680,41869514	-0.714279885698749	0.682461821736944
chr11,48187050,48187864	-1.34983849091012	0.802881998708277
chr11,61416526,61417455	-1.31419972545196	0.661848498986626
chr11,61586551,61587384	-0.797675614466695	0.814986206389525
chr11,65411634,65412380	-1.2503330057715	1.03695257891797
chr11,75753530,75754101	-1.54411654993174	0.77081413413188
chr11,77622058,77623063	-0.902601430178129	0.734776650273175
chr11,82028904,82029570	-1.47001928960983	1.14547056622783
chr11,82234418,82235183	-1.09791397784946	0.761678735825167
chr11,83264674,83266173	-1.0561440427085	0.601074101004709
chr11,86989491,86990655	-0.76831723217807	0.617223114556077
chr11,87013016,87013552	-1.23340129831171	0.610063765351925
chr11,87437247,87437712	-1.18386912680484	1.02460552549256
chr12,36681,37767	-0.861689921566376	0.715948227616397
chr12,2679893,2680508	-1.58525993628846	0.853471690884646
chr12,5652176,5653693	-1.29608843903847	0.660437503446097
chr12,6103405,6104667	-1.14729648704656	0.585148702695203
chr12,8512458,8512850	-0.932201820849989	0.850764217557875
chr12,15477793,15478495	-0.916783026114013	0.780160684410722
chr12,27647723,27648416	-1.13604153396201	0.786207491731639
chr12,28073973,28074661	-1.2929417842401	0.734955924483244
chr12,29464692,29465251	-0.934618683947145	0.681464571603562
chr12,40185781,40186507	-1.1120695742203	0.739694470974767
chr12,41013219,41013633	-1.00497588041254	0.95303501475687
chr12,44383138,44383848	-0.798875032804973	0.623433563335113
chr12,45883221,45884425	-0.933431439270654	0.858896411112782
chr12,49339148,49339609	-1.11509595546381	0.730030929468596
chr12,49555771,49556168	-0.845963299034562	0.731491802297479
chr12,49868252,49869062	-1.16826752510483	0.806197886756836
chr13,18178911,18179731	-0.847750125109516	0.750344267455638
chr13,24013273,24014269	-1.6096924285785	0.712159416405187
chr13,24676715,24677530	-1.27256450407747	0.788529355967135
chr13,43015938,43016720	-1.35797469215286	0.788241891149494
chr13,48600155,48600672	-1.31105380030349	0.800023641041127
chr13,48981507,48982136	-1.37994855562599	0.659684923099833
chr13,48987063,48987816	-0.970813162744516	0.611292292210131
chr13,50674807,50675691	-1.13047227753551	0.600661594770625
chr13,50858977,50859894	-1.18164477651283	0.632407930361104
chr13,55973028,55973780	-0.77617977833702	0.71190657776489
chr13,59716197,59717185	-1.22841386674968	0.924062117279894
chr13,66556249,66556901	-0.855235175725199	0.702934000951208
chr13,66924159,66924765	-1.22813464641405	1.36107677354187
chr13,67100423,67101082	-0.975704234105028	0.636334850084718
chr13,71141614,71142339	-1.26840138202889	0.595540970561134
chr13,73344869,73345526	-0.895550413620563	0.685176693535989
chr13,77640910,77641805	-0.746609678901766	0.627664860369407
chr13,80044365,80044851	-0.722950643289282	0.734965874525726
chr13,81689849,81690578	-0.883968386870734	0.83725731807363
chr13,82974573,82975270	-0.989567073016087	0.647450485991442
chr13,83302708,83303349	-0.898116233343514	0.756975347789785
chr13,88140932,88141755	-1.58386474626174	0.917705002454464
chr13,90206760,90207534	-1.33911045247505	0.762059205586757
chr13,91895098,91896451	-0.989324022042892	0.623446300924526
chr13,94191685,94192311	-1.1469636469495	0.80027149983795
chr13,95521336,95521915	-0.887713902053665	0.761176755432639
chr13,97075221,97075985	-0.890362553622445	0.616552979523293
chr13,109041972,109042912	-0.826763718930755	1.08484321160026
chr13,109207709,109208678	-1.23944380928771	0.627952722304467
chr13,111080526,111080972	-1.1366032581969	1.0397223398619
chr13,111295785,111296382	-1.30196420887805	0.830947728407884
chr13,112781463,112782214	-0.814340773458095	0.89540994293557
chr14,3340771,3341527	-0.914101088703566	0.729867925161773
chr14,10971259,10972104	-1.07600299664544	0.667340891969254
chr14,14810339,14811326	-0.876338352395321	0.957383489156207
chr14,24554642,24555722	-0.690410706025944	0.677865575782494
chr14,37421180,37422342	-1.00683914563313	0.61344136219171
chr14,38018145,38018940	-0.828168059976147	0.692519066208849
chr14,45909700,45910884	-1.48411849324844	0.5882996318044
chr14,60163416,60164132	-1.82259986670863	0.790115854757214
chr14,60265160,60265707	-1.6204493063993	0.927394877438392
chr14,60510449,60511316	-0.976291259734751	0.773794394640433
chr14,61544641,61545325	-0.909206077618656	0.996035299394004
chr14,68065735,68066750	-1.2418630808829	0.878125496124357
chr14,70626261,70626986	-1.04518729533844	0.671932626718645
chr14,70713824,70714972	-1.12351143090951	0.710867982685063
chr14,70922740,70924245	-1.02354632913555	0.625718637268862
chr14,73325568,73326169	-1.5502445943289	0.92311077576704
chr14,73439750,73440420	-0.787215455521101	0.763927346250972
chr14,75342354,75343088	-0.994614273019022	0.830393050971541
chr14,77857687,77858503	-0.94899019070519	0.682070896391343
chr14,79704301,79704895	-1.25980308433794	0.711871976257878
chr14,80887493,80888477	-1.2502078801785	0.610382980754666
chr14,83981086,83981652	-1.57976256534657	0.666210062600881
chr14,87266279,87266972	-1.00352615194454	1.02940506284235
chr14,87268443,87269150	-1.41691321837145	0.874839461050821
chr14,92433913,92435233	-1.09245511605012	0.654735650481839
chr14,104081507,104082689	-1.39893327565663	0.622784182863362
chr14,107842501,107843200	-0.784616520767605	0.882589309082828
chr14,108339266,108339895	-0.81869872128825	0.97600258942672
chr14,113051909,113053059	-1.18054330220887	1.10306808117963
chr15,326682,327552	-1.39415356135575	0.741359336785831
chr15,732028,732757	-1.16578205819623	0.848605832466985
chr15,10413799,10414515	-1.39825596879974	0.889209634061937
chr15,15426123,15426737	-0.792148384111532	0.834021008017032
chr15,17431244,17432461	-1.40134193949254	0.705712154977211
chr15,20299807,20300412	-1.18431940754288	0.839113688171698
chr15,32389970,32390471	-1.02704682033561	0.677270014469925
chr15,42922584,42923138	-1.28801570629259	0.648308723211943
chr15,43329583,43330496	-0.796871599488137	0.971612855899649
chr15,46754703,46755406	-1.06878057661153	0.738937831073587
chr15,47536842,47537481	-0.928908683266729	0.740339292292922
chr15,47702592,47703047	-1.15031175804783	0.662103527448277
chr15,47728115,47728978	-0.979750666011079	0.869832434123548
chr15,47744044,47744899	-0.825909661039325	0.656542332353636
chr15,51064888,51065757	-1.10450510705805	0.647728583472062
chr15,51518642,51519862	-1.14190025867377	0.749431861646564
chr15,51594973,51596122	-1.38613708170433	0.677777644752543
chr15,52818085,52819218	-0.678499061989088	0.812724477519065
chr15,56458206,56459106	-0.841529796951846	0.78449399029419
chr15,57548797,57549428	-0.957467974213236	0.882265941615599
chr15,57569932,57570640	-0.803288609494237	0.858636959940957
chr15,58892683,58893206	-1.23852087651373	1.07781938823137
chr15,59773614,59774559	-0.93410641541037	0.824200543644258
chr15,60195135,60196005	-1.33070984772521	0.836706861765808
chr15,69658834,69659904	-0.897530318404936	0.592782461094268
chr15,84152314,84153139	-1.35899429656392	0.832082232285857
chr15,84359125,84359876	-1.30564716199037	0.721945336046687
chr15,89651578,89652603	-0.881434799955847	0.664865159494422
chr15,90026977,90027541	-0.877790879328664	0.793920636672665
chr15,104830831,104831441	-0.903101592911531	0.722364942129978
chr15,109201617,109202368	-1.82579029482227	0.859658654643597
chr16,1000369,1001123	-0.993094217341429	0.61452044034198
chr16,2992943,2993613	-1.05304372170726	0.647170144241694
chr16,3525953,3526432	-1.12923549761164	0.746498601044448
chr16,4983278,4984031	-1.03644653228585	0.745588010456103
chr16,5886302,5887462	-1.40776494253636	0.71515372060787
chr16,7277167,7277822	-0.663605647492404	0.640069533164886
chr16,21361191,21361531	-1.02807640615845	0.644026862132396
chr16,22749144,22750038	-0.846373604602957	0.675948698216301
chr16,26992522,26993278	-0.804830743281985	0.779656718065278
chr16,47192295,47193425	-1.27456551282622	0.858617061310193
chr16,47509125,47510297	-0.59383232840163	0.595744669486988
chr16,48756530,48757173	-1.01072707853296	0.740306342489352
chr16,56278671,56279482	-1.40328390248395	0.620207575549577
chr16,60001528,60002175	-0.934187604316375	0.792753842439818
chr16,70377090,70377906	-0.98695140060484	0.641775507561014
chr16,72785068,72786177	-1.99894971273422	0.623542235934104
chr16,72923022,72923693	-1.14954830255828	1.23194639700725
chr16,72995226,72996382	-1.21324747698098	0.718173097914114
chr16,73135380,73136003	-1.13328657034787	1.00247132597084
chr16,74929774,74930638	-1.34919403455158	1.60176953786805
chr16,76158667,76159429	-1.04290016131676	0.886305427200115
chr16,78587203,78588178	-1.11573435856517	0.775147145880578
chr16,78752637,78754077	-0.989321420892553	0.681635518258052
chr16,79408696,79409412	-1.32430697351498	0.749590362956496
chr16,80412958,80413729	-1.1109554375467	0.602283526002751
chr16,81916261,81916688	-0.829617915035262	0.844198837865564
chr16,83750511,83751446	-0.763416065827775	0.608338754968674
chr16,84469425,84469881	-0.693456850345653	0.735265595481755
chr16,84687255,84688576	-0.976366782588913	0.697380755248199
chr16,86778372,86779378	-1.02671912339361	0.595503265435842
chr17,4516350,4517356	-0.966336669587404	0.627135326275516
chr17,7010465,7011103	-1.13506210832815	0.782145562484174
chr17,7944917,7945893	-0.67924602002231	0.834699585332739
chr17,10873608,10874326	-1.17995084902124	0.588873091871184
chr17,10925359,10926011	-1.04572783510241	0.720611725829665
chr17,14022457,14022962	-0.908841884231355	0.605995375276108
chr17,15131115,15132124	-0.937846756359416	0.816690697220285
chr17,17616922,17618166	-0.850944444356584	0.62167375731255
chr17,18733612,18734734	-0.992089412038919	0.750287614893258
chr17,21198540,21199174	-0.874324787022113	0.592928739772006
chr17,21330099,21330728	-1.24975254896568	0.611566142956702
chr17,22626564,22627161	-1.66155313820037	0.745604782101613
chr17,22703643,22704556	-0.791924493404632	0.598200165417279
chr17,43160837,43161660	-0.857280870641484	0.831821553488783
chr17,46517168,46517931	-0.860350892913663	0.913792063632718
chr17,46562105,46563084	-0.677703200277492	0.768807645079088
chr17,55145831,55146555	-0.774204933883357	0.602737232774685
chr17,65003673,65004877	-1.48361692573379	1.21799811918958
chr17,68584728,68585408	-1.18333845740114	0.827357609768376
chr17,74755557,74756107	-1.21348253958117	0.843256295059291
chr17,74879689,74880212	-0.855683390877662	0.905789966978187
chr17,74973493,74974792	-1.0849504930425	0.652546244950548
chr17,78383085,78383670	-1.32609414685904	0.686833859616429
chr17,80733778,80735132	-0.810332791842987	0.689255516586415
chr17,81275194,81275920	-0.859019815333836	0.590283507446257
chr17,81897620,81898408	-1.97230250151594	0.834153285321557
chr17,87021937,87022616	-2.01597888682154	0.746859889657416
chr17,88217245,88217635	-1.09355055578206	0.612816580234668
chr17,90341281,90341934	-1.30863559066225	0.776475158717567
chr18,3736707,3737772	-1.65275889325073	0.607929870996485
chr18,6539645,6540552	-1.24522949127183	0.771455546731705
chr18,8110985,8112505	-0.833614762987642	0.708478358955562
chr18,8333029,8333888	-0.819576045592006	0.773588943938534
chr18,12325941,12326897	-2.00751865607626	0.841949365393289
chr18,13616056,13617271	-1.17882629548568	0.903013236217312
chr18,14152673,14153506	-1.30464030753002	0.818672423437506
chr18,16972217,16973257	-1.23122293664385	0.675946488791571
chr18,17710552,17710998	-1.8360495097232	0.744146634107924
chr18,17739666,17740433	-0.815908639882211	0.733377976058215
chr18,18028990,18029630	-0.818147578142792	0.802978160934692
chr18,25769173,25770345	-0.922900358423836	0.762735383458669
chr18,28154368,28155040	-1.71301049309333	0.878884865829285
chr18,31965052,31965638	-0.950752987681849	0.756050704338216
chr18,32104202,32105034	-0.851382734987765	0.677682798276846
chr18,36429082,36429818	-1.34417337581757	1.51506214319557
chr18,36949358,36949917	-1.22363109821785	0.611202876226469
chr18,37364080,37364852	-0.930782150201804	0.724094525159358
chr18,39453643,39454411	-1.03567851622966	0.705104711247442
chr18,44141306,44142930	-0.741948130312448	0.716536760347565
chr18,45184673,45185282	-1.47165834377331	1.21100454573729
chr18,52833364,52833930	-1.49885984559653	1.37486623328331
chr18,56186550,56187490	-0.692572894095338	0.590967337218464
chr18,56193276,56194231	-0.924414304505277	0.644338570896873
chr18,57204636,57205093	-1.49801868219545	0.728504893212975
chr18,57637331,57638742	-1.05226603455006	0.74549319052872
chr18,58221973,58222812	-1.1733527259227	1.01631178049394
chr18,60350643,60351291	-1.10215890663185	0.863768338501807
chr18,60447300,60448403	-0.730721749937214	0.692849994719724
chr18,62879446,62880471	-0.939100056376753	0.819679978234728
chr18,70127163,70127600	-1.27768954945984	1.37058808620163
chr18,70549202,70550162	-1.56181925583555	1.04810813565326
chr18,70610469,70611210	-1.52524991629384	1.01915356623637
chr18,73590399,73590845	-1.7872090381166	0.789018065222429
chr18,76638932,76639630	-0.929877916601294	0.833073895975616
chr18,76777687,76778434	-1.18459361637345	0.846848621018581
chr18,83567676,83568408	-0.673214828927582	0.756764168088076
chr18,83777510,83778497	-1.12545361966961	0.760925318802061
chr18,85555577,85556282	-1.4816009580277	1.25554931945182
chr19,643948,644676	-1.17617993716515	0.856447412110391
chr19,1251014,1251805	-1.1386224977769	0.901686754493073
chr19,13521129,13521831	-0.888832354352766	0.835111979065285
chr19,15081145,15081906	-1.23989091824264	0.625544686821864
chr19,20190288,20191027	-0.840344224124888	0.718678358535512
chr19,20217183,20217862	-0.921529797837978	0.61738069392357
chr19,22887966,22888502	-1.10254216011563	1.10645051225129
chr19,23446135,23446963	-0.824107978238388	1.31877603166899
chr19,34292356,34293291	-1.13924955141481	0.727309078628379
chr19,39113048,39113965	-1.2413727571098	0.639393300226546
chr19,42511193,42512098	-0.714656527093422	0.59885693938964
chr19,46012499,46013389	-1.27258402411737	1.35134489663765
chr19,46167614,46168485	-0.725674128658658	1.10300245730818
chr19,49156263,49156902	-1.11123735415725	0.648015602927683
chr19,55176264,55177087	-1.38437874150265	0.627030430045128
chr19,56657768,56658284	-1.44033839875025	0.766500124593884
chr19,57243629,57244578	-0.898435932521616	0.655405587880742
chr19,60907735,60908687	-0.990742686050801	0.605298979916931
chr20,14468801,14470249	-0.773104801369325	0.790085996381019
chr20,22230849,22231562	-0.70061483138033	0.586883217665803
chr20,22261498,22261971	-1.4855057235591	0.806939710416985
chr20,22523060,22523768	-1.10626035906039	0.803844983935283
chr20,23372478,23373929	-0.611181952696834	0.727496470316073
chr20,26303452,26303956	-0.891655753355971	0.899989637097247
chr20,28439401,28440282	-0.927050308259367	0.618474414643247
chr20,28657086,28657820	-0.860014713357301	1.20198545297586
chr20,31728063,31729285	-0.825167557229485	0.589990356592464
chr20,31904100,31905011	-1.29661091766991	0.711373487260674
chr20,36878556,36879249	-1.14803108198799	0.742103238275749
chr20,44140659,44141762	-0.811809993119219	0.609790974728632
chr20,46220131,46220991	-1.43559776814638	0.834418961088996
chr20,48110565,48111404	-1.04009724124317	0.656626245639236
chr20,48934227,48934803	-0.91930744711817	1.05515825922571
chrX,4034253,4035157	-0.859178004283638	0.674927106794745
chrX,35962266,35962886	-0.86003624765439	0.855766716425663
chrX,38834090,38834966	-0.908856532620506	0.838042416826394
chrX,65298601,65299435	-0.787052180441244	0.614285723815293
chrX,70625966,70626789	-0.987394799875553	0.608742545510071
chrX,105863465,105864124	-1.02454315121957	0.659671458046135
chrX,139480212,139480795	-1.13785174378967	0.777392578744306
